inspection_id,restaurant_id,inspection_date,inspector_id,score,critical_violations,noncritical_violations,reinspection_required
INS-00921,R0080,2023-05-22,E131,94.5,1,2,N
INS-00922,R0158,2023-05-04,E130,96.1,0,2,N
INS-00923,R0134,2024-01-29,E119,93.3,0,3,N
INS-00924,R0283,2024-05-19,E121,91.2,2,3,Y
INS-00925,R0050,2025-06-26,E130,90.5,2,0,Y
INS-00926,R0213,2025-04-20,E103,96.4,0,2,N
INS-00927,R0258,2024-12-24,E104,98.5,0,0,N
INS-00928,R0135,2024-09-19,E144,97.6,0,0,N
INS-00929,R0214,2024-12-22,E112,91.8,0,6,N
INS-00930,R0074,2025-08-04,E115,92.7,1,1,N
INS-00931,R0014,2024-03-03,E110,98.8,0,0,N
INS-00932,R0254,2024-04-25,E126,93.3,1,3,N
INS-00933,R0203,2025-04-13,E112,89.2,2,4,Y
INS-00934,R0242,2024-06-22,E145,91.5,0,3,N
INS-00935,R0181,2025-01-10,E148,89.8,2,2,Y
INS-00936,R0041,2024-10-02,E121,90.5,2,1,Y
INS-00937,R0249,2023-10-08,E144,95.6,0,3,N
INS-00938,R0194,2023-03-24,E123,95.6,0,4,N
INS-00939,R0128,2023-05-10,E120,94.6,1,2,N
INS-00940,R0225,2023-08-10,E114,92.9,0,5,N
INS-00941,R0204,2023-04-30,E117,92.4,2,2,Y
INS-00942,R0097,2024-09-19,E127,85.6,2,5,Y
INS-00943,R0232,2024-10-17,E144,88.6,1,7,N
INS-00944,R0037,2023-04-25,E114,88.7,0,6,N
INS-00945,R0007,2023-05-22,E142,83.4,3,6,Y
INS-00946,R0181,2025-03-08,E139,91.1,1,0,N
INS-00947,R0134,2024-01-17,E115,93.3,1,4,N
INS-00948,R0034,2024-07-01,E114,94.1,0,4,N
INS-00949,R0238,2025-02-09,E148,88.7,2,5,Y
INS-00950,R0134,2024-01-04,E127,95.4,0,1,N
INS-00951,R0297,2024-08-28,E140,96.9,1,3,N
INS-00952,R0167,2025-11-29,E130,89.8,3,5,Y
INS-00953,R0216,2023-12-06,E128,92.4,1,5,N
INS-00954,R0068,2023-01-26,E119,93.4,0,2,N
INS-00955,R0110,2023-09-28,E140,90.6,2,3,Y
INS-00956,R0221,2023-10-27,E136,86.2,2,5,Y
INS-00957,R0073,2025-04-06,E117,93.3,0,1,N
INS-00958,R0150,2024-08-10,E139,90.0,2,3,Y
INS-00959,R0067,2024-10-18,E115,94.0,1,3,N
INS-00960,R0242,2024-08-05,E103,91.1,0,2,N
INS-00961,R0151,2024-11-07,E136,90.0,2,1,Y
INS-00962,R0079,2024-05-21,E103,96.7,0,0,N
INS-00963,R0136,2023-04-30,E130,96.0,0,1,N
INS-00964,R0007,2024-04-11,E147,94.1,0,4,N
INS-00965,R0004,2025-11-25,E144,95.2,0,2,N
INS-00966,R0087,2024-02-16,E133,95.7,0,4,N
INS-00967,R0189,2024-05-19,E103,86.7,1,4,N
INS-00968,R0008,2024-12-16,E139,90.1,2,2,Y
INS-00969,R0264,2024-06-09,E116,100.0,0,0,N
INS-00970,R0018,2024-05-26,E109,96.9,0,4,N
INS-00971,R0254,2025-07-16,E119,95.1,0,2,N
INS-00972,R0287,2025-12-02,E121,94.3,0,3,N
INS-00973,R0110,2025-02-15,E136,89.0,2,2,Y
INS-00974,R0191,2024-08-22,E128,91.9,0,3,N
INS-00975,R0060,2025-03-12,E102,95.1,1,1,N
INS-00976,R0276,2024-03-07,E136,93.5,1,1,N
INS-00977,R0093,2025-03-12,E104,91.6,0,4,N
INS-00978,R0142,2023-11-04,E103,89.8,1,5,N
INS-00979,R0221,2025-08-16,E108,91.0,1,3,N
INS-00980,R0133,2024-06-25,E122,90.7,1,1,N
INS-00981,R0012,2024-04-02,E120,94.8,0,1,N
INS-00982,R0095,2023-02-16,E110,93.0,0,5,N
INS-00983,R0277,2024-06-21,E117,93.6,1,1,N
INS-00984,R0214,2023-07-19,E130,91.4,1,3,N
INS-00985,R0032,2024-04-27,E119,93.9,0,3,N
INS-00986,R0254,2023-01-17,E145,95.5,0,1,N
INS-00987,R0115,2024-12-16,E106,80.7,4,3,Y
INS-00988,R0243,2025-09-21,E111,89.0,1,5,N
INS-00989,R0079,2023-08-11,E138,93.9,0,0,N
INS-00990,R0188,2023-05-07,E132,87.7,2,2,Y
INS-00991,R0298,2024-01-03,E129,93.8,2,3,Y
INS-00992,R0267,2024-07-18,E101,90.1,1,3,N
INS-00993,R0167,2024-12-06,E110,92.4,1,5,N
INS-00994,R0177,2024-06-13,E129,88.5,1,3,N
INS-00995,R0237,2023-08-14,E108,95.8,0,2,N
INS-00996,R0002,2025-03-11,E114,99.2,0,0,N
INS-00997,R0049,2025-10-26,E108,85.2,3,5,Y
INS-00998,R0188,2025-12-21,E137,90.8,0,1,N
INS-00999,R0262,2024-01-26,E141,98.9,0,1,N
INS-01000,R0260,2023-06-14,E102,90.6,0,9,N
INS-01001,R0073,2025-02-22,E129,88.9,0,5,N
INS-01002,R0059,2024-03-14,E101,100.0,0,0,N
INS-01003,R0006,2024-02-08,E113,93.8,0,3,N
INS-01004,R0148,2025-12-07,E139,87.1,3,1,Y
INS-01005,R0169,2023-07-10,E119,83.3,2,6,Y
INS-01006,R0012,2023-12-24,E102,94.2,0,3,N
INS-01007,R0139,2023-10-24,E122,95.2,0,5,N
INS-01008,R0293,2025-02-18,E142,88.4,1,4,N
INS-01009,R0249,2023-05-13,E105,97.6,0,0,N
INS-01010,R0066,2023-01-08,E135,94.5,0,0,N
INS-01011,R0176,2025-08-01,E130,95.8,0,1,N
INS-01012,R0195,2024-01-10,E122,95.5,0,2,N
INS-01013,R0261,2023-09-23,E106,91.7,1,1,N
INS-01014,R0123,2025-09-19,E108,91.3,1,2,N
INS-01015,R0097,2024-06-10,E110,91.6,0,4,N
INS-01016,R0252,2023-08-08,E104,92.5,0,2,N
INS-01017,R0108,2025-07-24,E145,96.5,0,1,N
INS-01018,R0283,2023-12-20,E122,91.6,1,6,N
INS-01019,R0118,2023-03-02,E137,98.9,0,0,N
INS-01020,R0157,2024-03-25,E113,94.5,1,1,N
INS-01021,R0233,2025-11-16,E118,93.3,1,2,N
INS-01022,R0098,2025-10-14,E104,82.2,3,3,Y
INS-01023,R0084,2024-04-25,E120,91.7,1,2,N
INS-01024,R0125,2025-11-01,E127,97.2,0,0,N
INS-01025,R0125,2023-12-23,E113,94.8,1,1,N
INS-01026,R0271,2025-12-24,E127,84.6,4,4,Y
INS-01027,R0045,2023-09-22,E103,90.3,2,3,Y
INS-01028,R0181,2024-06-30,E142,91.1,2,2,Y
INS-01029,R0266,2025-06-07,E109,95.6,0,3,N
INS-01030,R0138,2023-03-12,E111,89.2,1,2,N
INS-01031,R0209,2025-07-30,E121,87.4,2,6,Y
INS-01032,R0161,2024-05-29,E119,85.6,2,2,Y
INS-01033,R0248,2025-01-31,E102,87.8,1,3,N
INS-01034,R0292,2023-03-13,E105,89.3,2,4,Y
INS-01035,R0140,2024-10-20,E138,82.5,2,6,Y
INS-01036,R0055,2023-10-02,E141,94.4,0,3,N
INS-01037,R0204,2024-12-12,E141,95.4,1,1,N
INS-01038,R0252,2023-01-20,E123,95.7,0,3,N
INS-01039,R0222,2023-12-13,E108,99.0,0,2,N
INS-01040,R0265,2024-06-13,E118,93.7,2,3,Y
INS-01041,R0011,2025-05-01,E111,95.9,0,1,N
INS-01042,R0085,2024-11-28,E135,89.9,2,4,Y
INS-01043,R0275,2024-11-28,E134,96.4,0,2,N
INS-01044,R0098,2024-04-20,E109,83.6,2,5,Y
INS-01045,R0176,2025-07-14,E101,94.6,0,0,N
INS-01046,R0052,2023-10-26,E139,87.7,1,5,N
INS-01047,R0221,2024-04-02,E113,90.1,1,4,N
INS-01048,R0214,2025-12-12,E136,90.1,1,3,N
INS-01049,R0057,2023-09-07,E142,78.9,5,5,Y
INS-01050,R0159,2024-08-09,E137,94.2,0,1,N
INS-01051,R0037,2024-06-05,E126,87.1,1,5,N
INS-01052,R0217,2025-06-03,E114,89.9,0,7,N
INS-01053,R0166,2024-12-09,E121,96.8,0,2,N
INS-01054,R0149,2025-04-25,E111,86.3,2,3,Y
INS-01055,R0293,2023-10-16,E106,90.2,1,3,N
INS-01056,R0267,2025-06-19,E143,93.8,1,1,N
INS-01057,R0011,2023-09-18,E131,93.9,1,2,N
INS-01058,R0082,2023-12-23,E117,96.6,1,0,N
INS-01059,R0013,2025-12-23,E148,96.6,0,0,N
INS-01060,R0253,2023-08-10,E126,94.5,0,1,N
INS-01061,R0045,2025-06-22,E103,93.0,0,5,N
INS-01062,R0031,2023-03-02,E135,91.1,2,4,Y
INS-01063,R0119,2025-09-22,E120,93.1,1,2,N
INS-01064,R0051,2025-06-21,E114,89.1,2,3,Y
INS-01065,R0163,2023-06-13,E148,93.9,1,2,N
INS-01066,R0293,2025-01-15,E127,88.9,2,4,Y
INS-01067,R0137,2023-06-18,E132,99.3,0,0,N
INS-01068,R0080,2025-10-07,E127,95.0,1,2,N
INS-01069,R0300,2023-12-17,E146,88.5,1,2,N
INS-01070,R0201,2023-06-04,E105,95.2,0,3,N
INS-01071,R0166,2023-09-22,E141,90.1,1,6,N
INS-01072,R0256,2024-08-10,E120,94.3,1,3,N
INS-01073,R0156,2023-02-03,E137,90.4,0,6,N
INS-01074,R0018,2025-03-07,E148,94.9,1,3,N
INS-01075,R0025,2025-11-07,E110,96.4,0,3,N
INS-01076,R0241,2023-08-04,E144,97.6,0,1,N
INS-01077,R0134,2025-07-10,E142,95.2,0,3,N
INS-01078,R0190,2024-10-10,E123,90.0,1,5,N
INS-01079,R0195,2025-05-15,E110,93.0,1,3,N
INS-01080,R0133,2025-08-22,E112,86.0,3,5,Y
INS-01081,R0254,2024-06-29,E140,91.1,2,0,Y
INS-01082,R0233,2023-02-21,E136,92.2,1,4,N
INS-01083,R0291,2023-04-14,E109,94.4,1,0,N
INS-01084,R0014,2024-10-14,E114,98.1,0,0,N
INS-01085,R0102,2025-11-01,E131,91.3,1,5,N
INS-01086,R0061,2025-12-02,E140,92.2,1,2,N
INS-01087,R0241,2025-05-31,E148,95.4,1,0,N
INS-01088,R0022,2024-03-13,E113,98.6,0,0,N
INS-01089,R0238,2024-12-07,E136,87.1,3,3,Y
INS-01090,R0184,2025-12-15,E140,92.8,2,0,Y
INS-01091,R0106,2024-07-23,E107,79.9,5,4,Y
INS-01092,R0284,2024-06-24,E132,86.3,1,4,N
INS-01093,R0095,2024-10-03,E120,93.2,1,2,N
INS-01094,R0294,2023-12-27,E142,92.3,1,2,N
INS-01095,R0182,2024-05-13,E141,90.1,1,4,N
INS-01096,R0077,2024-03-19,E143,94.7,0,2,N
INS-01097,R0273,2025-08-15,E115,95.6,0,1,N
INS-01098,R0249,2023-09-14,E124,96.7,0,0,N
INS-01099,R0102,2023-11-26,E112,95.9,0,0,N
INS-01100,R0107,2025-03-04,E144,97.4,0,2,N
INS-01101,R0020,2025-05-09,E114,93.4,1,0,N
INS-01102,R0086,2025-03-08,E102,91.8,2,3,Y
INS-01103,R0208,2024-04-18,E139,87.1,2,1,Y
INS-01104,R0227,2024-08-10,E117,92.8,1,1,N
INS-01105,R0179,2025-11-05,E124,90.1,1,3,N
INS-01106,R0103,2024-03-02,E148,90.2,0,3,N
INS-01107,R0278,2023-09-17,E147,95.5,0,0,N
INS-01108,R0242,2024-08-01,E135,92.3,0,2,N
INS-01109,R0100,2025-08-01,E110,90.0,1,6,N
INS-01110,R0212,2024-02-06,E105,94.6,0,2,N
INS-01111,R0155,2025-04-21,E106,79.9,4,8,Y
INS-01112,R0087,2025-06-17,E133,97.4,0,3,N
INS-01113,R0297,2024-11-28,E121,99.3,0,1,N
INS-01114,R0268,2025-06-16,E131,93.2,1,3,N
INS-01115,R0184,2024-10-12,E146,97.1,0,3,N
INS-01116,R0214,2025-03-07,E104,88.4,3,0,Y
INS-01117,R0276,2025-10-22,E118,89.2,1,5,N
INS-01118,R0068,2025-03-19,E141,90.4,1,4,N
INS-01119,R0095,2024-05-17,E111,92.9,0,3,N
INS-01120,R0093,2024-06-22,E148,91.3,1,2,N
INS-01121,R0245,2025-05-29,E139,88.8,2,5,Y
INS-01122,R0159,2025-06-19,E142,95.5,0,1,N
INS-01123,R0046,2024-04-22,E108,95.5,1,0,N
INS-01124,R0140,2024-01-20,E103,79.5,3,7,Y
INS-01125,R0203,2025-01-09,E116,89.9,1,0,N
INS-01126,R0235,2024-07-29,E117,89.2,1,5,N
INS-01127,R0281,2025-02-02,E105,94.3,1,1,N
INS-01128,R0081,2023-09-24,E102,89.1,3,5,Y
INS-01129,R0128,2025-10-22,E141,99.0,0,1,N
INS-01130,R0227,2025-10-20,E140,95.7,0,4,N
INS-01131,R0294,2024-06-03,E104,92.9,1,2,N
INS-01132,R0078,2024-04-14,E118,94.0,0,1,N
INS-01133,R0277,2024-08-02,E142,97.6,0,0,N
INS-01134,R0274,2024-05-05,E122,97.1,0,0,N
INS-01135,R0010,2024-07-03,E109,92.5,1,0,N
INS-01136,R0194,2024-03-14,E128,97.0,0,2,N
INS-01137,R0042,2024-09-21,E108,89.1,1,5,N
INS-01138,R0047,2025-01-26,E130,98.1,0,2,N
INS-01139,R0199,2023-10-05,E134,93.8,0,2,N
INS-01140,R0082,2024-10-22,E146,91.1,3,3,Y
INS-01141,R0010,2025-10-18,E125,90.0,2,1,Y
INS-01142,R0249,2024-09-05,E116,98.1,0,0,N
INS-01143,R0061,2023-07-19,E113,94.8,0,0,N
INS-01144,R0211,2025-09-17,E137,91.7,0,1,N
INS-01145,R0283,2025-12-03,E104,86.3,3,4,Y
INS-01146,R0130,2024-02-10,E116,87.8,1,3,N
INS-01147,R0033,2025-02-06,E101,96.5,0,1,N
INS-01148,R0107,2025-09-23,E110,96.6,0,2,N
INS-01149,R0080,2023-05-09,E147,94.5,1,2,N
INS-01150,R0096,2025-10-29,E110,90.8,1,3,N
INS-01151,R0289,2024-08-31,E141,86.7,1,2,N
INS-01152,R0262,2024-07-07,E142,97.8,0,0,N
INS-01153,R0075,2024-07-08,E138,83.8,4,4,Y
INS-01154,R0065,2024-06-10,E101,88.0,1,3,N
INS-01155,R0163,2023-10-14,E120,92.5,1,0,N
INS-01156,R0108,2023-12-27,E142,91.8,2,2,Y
INS-01157,R0280,2025-05-13,E104,91.4,3,3,Y
INS-01158,R0167,2025-12-29,E142,95.3,0,4,N
INS-01159,R0003,2023-01-26,E125,84.6,2,9,Y
INS-01160,R0231,2025-03-12,E144,89.4,1,2,N
INS-01161,R0204,2025-06-02,E116,93.0,2,2,Y
INS-01162,R0159,2025-02-19,E146,93.8,1,2,N
INS-01163,R0139,2025-09-03,E114,94.9,1,3,N
INS-01164,R0220,2024-09-26,E138,93.9,0,2,N
INS-01165,R0198,2023-04-10,E118,93.8,0,4,N
INS-01166,R0108,2025-01-09,E114,98.7,0,2,N
INS-01167,R0088,2025-04-02,E102,99.7,0,0,N
INS-01168,R0289,2024-01-12,E140,87.4,1,1,N
INS-01169,R0275,2023-09-06,E128,95.6,0,1,N
INS-01170,R0176,2025-09-17,E106,89.1,2,2,Y
INS-01171,R0091,2024-03-30,E121,90.7,0,4,N
INS-01172,R0268,2023-04-21,E114,92.1,1,1,N
INS-01173,R0194,2025-06-17,E118,94.9,1,2,N
INS-01174,R0283,2023-10-21,E103,93.3,0,6,N
INS-01175,R0185,2025-12-10,E117,87.8,2,2,Y
INS-01176,R0042,2023-08-10,E119,90.4,1,5,N
INS-01177,R0258,2024-03-09,E105,97.6,0,1,N
INS-01178,R0146,2023-04-15,E117,94.0,0,3,N
INS-01179,R0060,2025-05-04,E128,90.5,2,2,Y
INS-01180,R0113,2025-03-25,E111,93.8,1,3,N
INS-01181,R0256,2025-10-07,E131,95.0,0,5,N
INS-01182,R0097,2023-01-31,E134,85.4,2,4,Y
INS-01183,R0251,2024-10-29,E116,96.3,0,1,N
INS-01184,R0223,2025-07-28,E119,92.7,0,3,N
INS-01185,R0167,2025-01-04,E136,95.1,0,5,N
INS-01186,R0078,2024-01-04,E114,92.1,0,1,N
INS-01187,R0196,2024-03-02,E146,88.0,2,5,Y
INS-01188,R0136,2023-02-05,E136,98.2,0,0,N
INS-01189,R0277,2023-04-19,E132,95.0,0,1,N
INS-01190,R0036,2025-01-24,E129,90.7,1,3,N
INS-01191,R0266,2025-07-01,E123,86.3,3,3,Y
INS-01192,R0223,2024-02-06,E139,98.5,0,0,N
INS-01193,R0233,2025-05-05,E103,93.6,0,2,N
INS-01194,R0225,2023-10-12,E141,89.5,1,5,N
INS-01195,R0077,2023-06-03,E121,93.7,0,2,N
INS-01196,R0057,2023-10-29,E134,92.0,1,2,N
INS-01197,R0005,2023-07-29,E121,91.9,1,4,N
INS-01198,R0232,2025-03-17,E108,85.0,3,3,Y
INS-01199,R0018,2024-06-23,E104,96.8,0,4,N
INS-01200,R0270,2023-10-19,E124,94.2,1,3,N
